job,marital,education,housing,loan,month,day_of_week,campaign,previous,cons.price.idx,cons.conf.idx,y,was_contacted_before,economic_index,is_risk,poutcome_success,is_cellular,age_group
blue-collar,single,basic.6y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
technician,married,professional.course,no,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,divorced,basic.9y,yes,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
retired,married,basic.4y,yes,no,apr,fri,3,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,high.school,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,university.degree,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,high.school,yes,yes,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,divorced,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,married,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,university.degree,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,university.degree,yes,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
admin.,divorced,high.school,yes,no,apr,fri,2,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
technician,divorced,professional.course,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,Students/early career
services,married,high.school,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.4y,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,divorced,university.degree,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,divorced,professional.course,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,Students/early career
admin.,married,high.school,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
unemployed,married,basic.9y,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
management,married,university.degree,yes,yes,apr,fri,1,2,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
unemployed,married,basic.9y,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
technician,single,high.school,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,high.school,no,no,apr,fri,1,1,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
technician,single,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
self-employed,divorced,university.degree,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,0,working_age
admin.,married,university.degree,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,professional.course,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
management,married,high.school,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,high.school,no,yes,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,single,high.school,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,yes,no,apr,fri,1,1,93.075,-47.1,yes,0,-1.9743977452792214,1,0,1,working_age
student,single,high.school,yes,no,apr,fri,5,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,0,Students/early career
services,married,basic.6y,no,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,professional.course,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,divorced,basic.6y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
technician,married,university.degree,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,high.school,no,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,professional.course,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,high.school,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
admin.,married,high.school,yes,yes,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,no,no,apr,fri,6,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,0,working_age
admin.,single,university.degree,no,no,apr,fri,4,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,0,working_age
admin.,single,high.school,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,high.school,no,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,single,high.school,no,no,apr,fri,1,2,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,university.degree,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,professional.course,yes,no,apr,fri,6,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,yes,no,apr,fri,2,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
technician,divorced,university.degree,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,university.degree,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,0,working_age
student,single,high.school,no,no,apr,fri,5,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,Students/early career
services,married,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,0,working_age
blue-collar,married,basic.9y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,professional.course,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
admin.,divorced,university.degree,yes,no,apr,fri,3,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.6y,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
admin.,married,high.school,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.4y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,high.school,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,0,working_age
admin.,married,university.degree,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,divorced,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,basic.9y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,basic.4y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,basic.4y,no,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,yes,no,apr,fri,2,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,yes,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,married,high.school,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,university.degree,no,yes,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
entrepreneur,married,basic.9y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,no,yes,apr,fri,1,0,93.075,-47.1,yes,0,-1.9743977452792214,1,0,1,working_age
blue-collar,married,basic.9y,yes,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,married,high.school,yes,no,apr,fri,7,1,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
technician,married,professional.course,no,no,apr,fri,1,2,93.075,-47.1,yes,0,-1.9743977452792214,1,0,1,working_age
blue-collar,married,basic.4y,no,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,married,high.school,no,yes,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,married,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
blue-collar,married,basic.9y,no,yes,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,0,working_age
blue-collar,married,basic.9y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,0,working_age
admin.,single,university.degree,no,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,single,university.degree,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.4y,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
admin.,married,high.school,yes,yes,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,professional.course,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,professional.course,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.4y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
self-employed,married,university.degree,no,yes,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,yes,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,professional.course,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
technician,married,professional.course,no,yes,apr,fri,1,1,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
technician,single,professional.course,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,divorced,basic.6y,no,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,professional.course,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,professional.course,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
blue-collar,married,professional.course,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
admin.,married,university.degree,yes,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,university.degree,no,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,university.degree,yes,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,high.school,yes,no,apr,fri,1,2,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,3,1,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
management,married,university.degree,yes,no,apr,fri,4,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,0,working_age
blue-collar,divorced,basic.9y,no,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
unemployed,single,basic.9y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
self-employed,married,basic.9y,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,professional.course,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,divorced,university.degree,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,single,basic.9y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,university.degree,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
retired,married,basic.4y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
student,single,high.school,yes,yes,apr,fri,4,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,Students/early career
management,married,university.degree,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,high.school,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
unemployed,single,basic.9y,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,single,basic.9y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,high.school,yes,no,apr,fri,2,2,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,university.degree,yes,yes,apr,fri,8,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,single,professional.course,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,basic.6y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,yes,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,married,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,high.school,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
entrepreneur,married,university.degree,no,yes,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,university.degree,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
retired,married,high.school,no,no,apr,fri,1,1,93.075,-47.1,no,1,-1.9743977452792214,0,1,1,working_age
blue-collar,married,basic.9y,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
entrepreneur,married,university.degree,yes,yes,apr,fri,1,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,0,working_age
blue-collar,divorced,basic.6y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,married,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.6y,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.4y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
services,married,high.school,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,divorced,high.school,yes,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
unemployed,married,basic.9y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
services,single,high.school,no,no,apr,fri,1,1,93.075,-47.1,yes,1,-1.9743977452792214,0,1,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,high.school,yes,yes,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,Students/early career
admin.,single,professional.course,yes,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
self-employed,married,basic.6y,no,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,professional.course,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,single,high.school,yes,no,apr,fri,1,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
technician,single,university.degree,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
blue-collar,married,basic.6y,yes,no,apr,fri,4,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
blue-collar,married,basic.9y,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,divorced,university.degree,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,university.degree,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
unemployed,divorced,high.school,yes,yes,apr,fri,2,1,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
technician,single,professional.course,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,high.school,yes,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,divorced,professional.course,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,high.school,no,yes,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,married,high.school,yes,yes,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,0,working_age
self-employed,married,university.degree,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.4y,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
services,single,high.school,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,basic.9y,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,university.degree,no,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,single,high.school,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,single,basic.9y,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,university.degree,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,high.school,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
unemployed,married,basic.9y,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
blue-collar,married,basic.4y,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,single,basic.9y,no,no,apr,fri,1,2,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
admin.,married,university.degree,yes,no,apr,fri,1,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
entrepreneur,married,university.degree,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,high.school,yes,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.6y,yes,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,single,high.school,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,0,working_age
management,single,university.degree,yes,yes,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
admin.,married,university.degree,no,no,apr,fri,1,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,no,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,high.school,yes,no,apr,fri,1,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,no,apr,fri,3,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.6y,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,basic.6y,no,yes,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,professional.course,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,professional.course,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,divorced,high.school,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
student,single,professional.course,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,no,no,apr,fri,1,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,Students/early career
blue-collar,married,basic.6y,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
housemaid,divorced,high.school,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
management,married,professional.course,no,no,apr,fri,1,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
housemaid,divorced,university.degree,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,divorced,high.school,yes,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.4y,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
retired,single,basic.4y,yes,no,apr,fri,3,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,senior/retired
admin.,married,university.degree,yes,yes,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
technician,married,professional.course,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,university.degree,no,no,apr,fri,1,0,93.075,-47.1,yes,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,no,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,divorced,high.school,no,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,professional.course,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,university.degree,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.9y,no,yes,apr,fri,3,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,basic.4y,yes,no,apr,fri,3,2,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
blue-collar,married,basic.4y,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
student,married,university.degree,no,yes,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,Students/early career
technician,single,high.school,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,university.degree,yes,no,apr,fri,1,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
housemaid,married,university.degree,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,0,working_age
services,divorced,high.school,no,no,apr,fri,3,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,married,professional.course,yes,no,apr,fri,4,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
self-employed,single,university.degree,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
management,married,professional.course,yes,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,single,professional.course,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,single,high.school,no,no,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,married,high.school,yes,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,divorced,university.degree,yes,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
admin.,single,high.school,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
services,married,high.school,no,no,apr,fri,2,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
unemployed,married,basic.9y,yes,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,1,0,1,working_age
unemployed,married,high.school,yes,no,apr,fri,3,0,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
technician,divorced,university.degree,no,yes,apr,fri,2,1,93.075,-47.1,no,0,-1.9743977452792214,0,0,1,working_age
